Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
QL2_5_3,mini_3i06_model0_chainA_QL2_altA_resi220__chainA_altA_1,1.27,0.886,0.384
QL2_20_7,mini_3i06_model0_chainA_QL2_altA_resi220__chainA_altA_1,1.079,0.717,0.361
QL2_29_7,mini_3i06_model0_chainA_QL2_altA_resi220__chainA_altA_1,1.02,0.666,0.354
BK1_5_1,mini_3i7b_model0_chainA_BK1_resi701__chainA_altB_1,1.028,0.679,0.349
BK1_23_163,mini_3i7b_model0_chainA_BK1_resi701__chainA_altB_1,1.013,0.744,0.269
BK1_25_2,mini_3i7b_model0_chainA_BK1_resi701__chainA_altB_1,1.004,0.647,0.357
EFP_8_18,mini_3ig7_model0_chainA_EFP_resi999__chainA_1,0.98,0.66,0.32
EFP_11_288,mini_3ig7_model0_chainA_EFP_resi999__chainA_1,0.935,0.729,0.207
EFP_24_177,mini_3ig7_model0_chainA_EFP_resi999__chainA_1,0.906,0.668,0.239
J9Z_25_188,mini_3ikd_model0_chainA_J9Z_resi501__chainA_1,0.919,0.582,0.337
J9Z_14_16,mini_3ikd_model0_chainA_J9Z_resi501__chainA_1,0.909,0.593,0.316
J9Z_15_96,mini_3ikd_model0_chainA_J9Z_resi501__chainA_1,0.896,0.552,0.343
472_7_4,mini_3in3_model0_chainA_472_resi1__chainA_1,0.948,0.748,0.2
472_10_176,mini_3in3_model0_chainA_472_resi1__chainA_1,0.941,0.723,0.217
472_11_26,mini_3in3_model0_chainA_472_resi1__chainA_1,0.92,0.791,0.129
BXB_29_255,mini_3inj_model0_chainA_BXB_resi1001__chainA_altA_1,1.265,0.811,0.454
BXB_7_46,mini_3inj_model0_chainA_BXB_resi1001__chainA_altA_1,1.107,0.819,0.289
BXB_22_31,mini_3inj_model0_chainA_BXB_resi1001__chainA_altA_1,1.088,0.838,0.25
C50_14_117,mini_3inv_model0_chainA_C50_resi601__chainA_1,1.07,0.777,0.293
C50_25_19,mini_3inv_model0_chainA_C50_resi601__chainA_1,0.956,0.658,0.297
C50_3_5,mini_3inv_model0_chainA_C50_resi601__chainA_1,0.916,0.762,0.154
1P6_15_34,mini_3iok_model0_chainA_1P6_resi1201__chainA_altA_1,1.135,0.65,0.486
1P6_18_103,mini_3iok_model0_chainA_1P6_resi1201__chainA_altA_1,1.042,0.776,0.266
1P6_6_22,mini_3iok_model0_chainA_1P6_resi1201__chainA_altA_1,0.945,0.528,0.417
G11_11_2,mini_3iph_model0_chainA_G11_resi361__chainA_altB_1,0.982,0.72,0.261
G11_13_7,mini_3iph_model0_chainA_G11_resi361__chainA_altB_1,0.98,0.653,0.327
G11_23_21,mini_3iph_model0_chainA_G11_resi361__chainA_altB_1,0.955,0.661,0.294
FG4_22_94,mini_3ivc_model0_chainB_FG4_resi302__chainB_altC_1,1.003,0.664,0.339
FG4_28_119,mini_3ivc_model0_chainB_FG4_resi302__chainB_altC_1,0.991,0.691,0.299
FG4_15_125,mini_3ivc_model0_chainB_FG4_resi302__chainB_altC_1,0.888,0.688,0.2
PP0_14_16,mini_3iw6_model0_chainA_PP0_resi361__chainA_altA_1,1.092,0.637,0.455
PP0_2_10,mini_3iw6_model0_chainA_PP0_resi361__chainA_altA_1,0.973,0.629,0.344
PP0_19_5,mini_3iw6_model0_chainA_PP0_resi361__chainA_altA_1,0.963,0.685,0.279
X55_11_18,mini_3jtk_model0_chainA_X55_resi1002__chainA_altC_1,1.053,0.679,0.374
X55_2_266,mini_3jtk_model0_chainA_X55_resi1002__chainA_altC_1,1.023,0.709,0.314
X55_26_228,mini_3jtk_model0_chainA_X55_resi1002__chainA_altC_1,0.973,0.638,0.335
AOD_17_20,mini_3jum_model0_chainB_AOD_resi500__chainB_altB_1,1.06,0.759,0.301
AOD_9_19,mini_3jum_model0_chainB_AOD_resi500__chainB_altB_1,1.016,0.647,0.369
AOD_1_2,mini_3jum_model0_chainB_AOD_resi500__chainB_altB_1,0.953,0.576,0.377
EKB_25_30,mini_3jvx_model0_chainB_EKB_resi208__chainB_altA_1,0.929,0.741,0.187
EKB_15_45,mini_3jvx_model0_chainB_EKB_resi208__chainB_altA_1,0.899,0.693,0.206
EKB_13_120,mini_3jvx_model0_chainB_EKB_resi208__chainB_altA_1,0.897,0.693,0.204
5WB_9_16,mini_3jwk_model0_chainA_5WB_resi208__chainA_altA_1,1.021,0.749,0.272
5WB_24_84,mini_3jwk_model0_chainA_5WB_resi208__chainA_altA_1,1.015,0.766,0.249
5WB_18_92,mini_3jwk_model0_chainA_5WB_resi208__chainA_altA_1,0.967,0.743,0.224
LYG_21_66,mini_3jy0_model0_chainA_LYG_resi1000__chainA_altA_1,1.019,0.714,0.305
LYG_26_53,mini_3jy0_model0_chainA_LYG_resi1000__chainA_altA_1,0.998,0.802,0.196
LYG_27_25,mini_3jy0_model0_chainA_LYG_resi1000__chainA_altA_1,0.974,0.791,0.183
JZH_27_200,mini_3jy9_model0_chainA_JZH_resi1__chainA_altB_1,1.019,0.717,0.302
JZH_38_3,mini_3jy9_model0_chainA_JZH_resi1__chainA_altB_1,0.988,0.598,0.39
JZH_48_10,mini_3jy9_model0_chainA_JZH_resi1__chainA_altB_1,0.984,0.742,0.243
L31_12_73,mini_3k3b_model0_chainA_L31_resi371__chainA_altA_1,1.06,0.781,0.279
L31_9_207,mini_3k3b_model0_chainA_L31_resi371__chainA_altA_1,1.001,0.681,0.32
L31_19_6,mini_3k3b_model0_chainA_L31_resi371__chainA_altA_1,0.994,0.648,0.347
STJ_14_201,mini_3k5v_model0_chainA_STJ_resi1__chainA_altB_1,1.192,0.696,0.496
STJ_26_298,mini_3k5v_model0_chainA_STJ_resi1__chainA_altB_1,1.181,0.802,0.379
STJ_6_25,mini_3k5v_model0_chainA_STJ_resi1__chainA_altB_1,1.008,0.698,0.31
F2C_11_279,mini_3k7f_model0_chainA_F2C_resi1__chainA_altA_1,0.831,0.55,0.28
F2C_21_263,mini_3k7f_model0_chainA_F2C_resi1__chainA_altA_1,0.807,0.463,0.344
F2C_6_281,mini_3k7f_model0_chainA_F2C_resi1__chainA_altA_1,0.758,0.526,0.232
F27_22_139,mini_3k83_model0_chainB_F27_resi1__chainB_altA_1,0.797,0.525,0.272
F27_14_2,mini_3k83_model0_chainB_F27_resi1__chainB_altA_1,0.764,0.459,0.304
F27_6_10,mini_3k83_model0_chainB_F27_resi1__chainB_altA_1,0.714,0.593,0.121
B89_1_32,mini_3k8x_model0_chainB_B89_resi2__chainC_chainB_1,0.941,0.735,0.206
B89_13_2,mini_3k8x_model0_chainB_B89_resi2__chainC_chainB_1,0.933,0.622,0.311
B89_24_162,mini_3k8x_model0_chainB_B89_resi2__chainC_chainB_1,0.876,0.736,0.141
4CD_23_126,mini_3k97_model0_chainA_4CD_resi901__chainA_altA_1,0.997,0.708,0.288
4CD_12_152,mini_3k97_model0_chainA_4CD_resi901__chainA_altA_1,0.967,0.706,0.261
4CD_28_28,mini_3k97_model0_chainA_4CD_resi901__chainA_altA_1,0.93,0.69,0.241
1RC_23_126,mini_3k98_model0_chainB_1RC_resi901__chainB_1,0.974,0.675,0.299
1RC_9_8,mini_3k98_model0_chainB_1RC_resi901__chainB_1,0.967,0.668,0.299
1RC_24_0,mini_3k98_model0_chainB_1RC_resi901__chainB_1,0.94,0.739,0.201
4C0_11_81,mini_3kad_model0_chainA_4C0_resi164__chainA_altB_1,1.07,0.629,0.441
4C0_20_3,mini_3kad_model0_chainA_4C0_resi164__chainA_altB_1,0.849,0.589,0.26
4C0_15_61,mini_3kad_model0_chainA_4C0_resi164__chainA_altB_1,0.817,0.623,0.194
4D9_27_64,mini_3kaf_model0_chainA_4D9_resi164__chainA_1,0.913,0.703,0.209
4D9_9_145,mini_3kaf_model0_chainA_4D9_resi164__chainA_1,0.889,0.663,0.226
4D9_4_10,mini_3kaf_model0_chainA_4D9_resi164__chainA_1,0.875,0.639,0.236
4D7_13_102,mini_3kag_model0_chainA_4D7_resi164__chainA_altA_1,1.003,0.816,0.187
4D7_29_27,mini_3kag_model0_chainA_4D7_resi164__chainA_altA_1,0.921,0.631,0.29
4D7_15_28,mini_3kag_model0_chainA_4D7_resi164__chainA_altA_1,0.916,0.702,0.214
4DH_8_267,mini_3kah_model0_chainA_4DH_resi165__chainA_1,0.942,0.602,0.339
4DH_18_102,mini_3kah_model0_chainA_4DH_resi165__chainA_1,0.861,0.629,0.232
4DH_17_26,mini_3kah_model0_chainA_4DH_resi165__chainA_1,0.857,0.715,0.142
4FI_5_93,mini_3kai_model0_chainA_4FI_resi165__chainA_altA_1,0.911,0.508,0.404
4FI_6_78,mini_3kai_model0_chainA_4FI_resi165__chainA_altA_1,0.871,0.631,0.24
4FI_24_3,mini_3kai_model0_chainA_4FI_resi165__chainA_altA_1,0.862,0.575,0.288
3KC_3_24,mini_3kck_model0_chainA_3KC_resi1__chainA_altA_1,1.143,0.696,0.448
3KC_25_197,mini_3kck_model0_chainA_3KC_resi1__chainA_altA_1,1.125,0.753,0.372
3KC_18_2,mini_3kck_model0_chainA_3KC_resi1__chainA_altA_1,1.028,0.723,0.305
G9L_23_181,mini_3ki6_model0_chainA_G9L_resi1__chainA_altA_1,1.04,0.677,0.363
G9L_22_175,mini_3ki6_model0_chainA_G9L_resi1__chainA_altA_1,1.004,0.592,0.411
G9L_9_46,mini_3ki6_model0_chainA_G9L_resi1__chainA_altA_1,1.0,0.712,0.288
G9I_26_37,mini_3ki7_model0_chainA_G9I_resi1__chainA_altB_1,1.005,0.685,0.32
G9I_14_23,mini_3ki7_model0_chainA_G9I_resi1__chainA_altB_1,0.969,0.766,0.203
G9I_9_284,mini_3ki7_model0_chainA_G9I_resi1__chainA_altB_1,0.895,0.703,0.192
0CP_2_18,mini_3kkt_model0_chainA_0CP_resi2__chainA_1,1.153,0.813,0.34
0CP_23_11,mini_3kkt_model0_chainA_0CP_resi2__chainA_1,1.06,0.791,0.269
0CP_21_10,mini_3kkt_model0_chainA_0CP_resi2__chainA_1,1.041,0.725,0.315
3TO_29_6,mini_3kn0_model0_chainB_3TO_resi501__chainB_1,1.036,0.734,0.302
3TO_14_87,mini_3kn0_model0_chainB_3TO_resi501__chainB_1,0.946,0.645,0.3
3TO_6_56,mini_3kn0_model0_chainB_3TO_resi501__chainB_1,0.923,0.644,0.28
KRJ_29_13,mini_3krj_model0_chainA_KRJ_resi923__chainA_altA_1,0.946,0.667,0.279
KRJ_24_16,mini_3krj_model0_chainA_KRJ_resi923__chainA_altA_1,0.876,0.622,0.254
KRJ_27_1,mini_3krj_model0_chainA_KRJ_resi923__chainA_altA_1,0.876,0.552,0.324
KRL_19_103,mini_3krl_model0_chainA_KRL_resi1__chainA_altA_1,0.975,0.669,0.306
KRL_9_233,mini_3krl_model0_chainA_KRL_resi1__chainA_altA_1,0.89,0.631,0.259
KRL_14_109,mini_3krl_model0_chainA_KRL_resi1__chainA_altA_1,0.885,0.656,0.229
1X5_24_0,mini_3kvj_model0_chainA_1X5_resi402__chainA_altA_1,0.925,0.569,0.356
1X5_25_173,mini_3kvj_model0_chainA_1X5_resi402__chainA_altA_1,0.92,0.703,0.217
1X5_15_3,mini_3kvj_model0_chainA_1X5_resi402__chainA_altA_1,0.913,0.51,0.403
6X1_29_5,mini_3kvk_model0_chainA_6X1_resi401__chainA_altB_1,1.098,0.748,0.351
6X1_26_134,mini_3kvk_model0_chainA_6X1_resi401__chainA_altB_1,1.037,0.818,0.219
6X1_3_4,mini_3kvk_model0_chainA_6X1_resi401__chainA_altB_1,1.013,0.753,0.26
7Z5_4_1,mini_3kvl_model0_chainA_7Z5_resi402__chainA_altA_1,0.983,0.614,0.369
7Z5_22_255,mini_3kvl_model0_chainA_7Z5_resi402__chainA_altA_1,0.961,0.675,0.286
7Z5_11_299,mini_3kvl_model0_chainA_7Z5_resi402__chainA_altA_1,0.93,0.532,0.399
KX1_23_66,mini_3kx1_model0_chainA_KX1_resi216__chainA_altA_1,0.96,0.602,0.358
KX1_9_35,mini_3kx1_model0_chainA_KX1_resi216__chainA_altA_1,0.959,0.537,0.422
KX1_17_119,mini_3kx1_model0_chainA_KX1_resi216__chainA_altA_1,0.911,0.593,0.318
A92_27_44,mini_3l3m_model0_chainA_A92_resi351__chainA_1,0.968,0.714,0.253
A92_6_72,mini_3l3m_model0_chainA_A92_resi351__chainA_1,0.905,0.723,0.183
A92_18_0,mini_3l3m_model0_chainA_A92_resi351__chainA_1,0.9,0.634,0.265
OAG_8_87,mini_3l3r_model0_chainA_OAG_resi187__chainA_altA_1,1.216,0.783,0.432
OAG_6_6,mini_3l3r_model0_chainA_OAG_resi187__chainA_altA_1,1.088,0.802,0.286
OAG_21_151,mini_3l3r_model0_chainA_OAG_resi187__chainA_altA_1,1.06,0.764,0.296
LXX_15_4,mini_3l54_model0_chainA_LXX_resi1__chainA_1,1.117,0.854,0.264
LXX_23_1,mini_3l54_model0_chainA_LXX_resi1__chainA_1,1.087,0.817,0.27
LXX_47_110,mini_3l54_model0_chainA_LXX_resi1__chainA_1,1.042,0.764,0.278
BDV_14_207,mini_3l5d_model0_chainB_BDV_resi455__chainB_1,0.785,0.59,0.195
BDV_6_221,mini_3l5d_model0_chainB_BDV_resi455__chainB_1,0.776,0.644,0.131
BDV_8_19,mini_3l5d_model0_chainB_BDV_resi455__chainB_1,0.775,0.585,0.19
956_28_42,mini_3l5t_model0_chainA_956_resi123__chainA_altA_1,1.085,0.704,0.381
956_13_57,mini_3l5t_model0_chainA_956_resi123__chainA_altA_1,1.061,0.762,0.299
956_2_40,mini_3l5t_model0_chainA_956_resi123__chainA_altA_1,1.025,0.742,0.283
N4D_24_149,mini_3l8x_model0_chainA_N4D_resi361__chainA_1,1.015,0.637,0.378
N4D_3_3,mini_3l8x_model0_chainA_N4D_resi361__chainA_1,0.989,0.747,0.242
N4D_13_5,mini_3l8x_model0_chainA_N4D_resi361__chainA_1,0.966,0.669,0.297
L9M_14_86,mini_3l9m_model0_chainB_L9M_resi351__chainB_1,0.901,0.628,0.273
L9M_19_133,mini_3l9m_model0_chainB_L9M_resi351__chainB_1,0.872,0.64,0.232
L9M_22_80,mini_3l9m_model0_chainB_L9M_resi351__chainB_1,0.87,0.63,0.241
L9N_17_204,mini_3l9n_model0_chainA_L9N_resi351__chainA_1,0.869,0.596,0.272
L9N_27_132,mini_3l9n_model0_chainA_L9N_resi351__chainA_1,0.856,0.659,0.196
L9N_25_162,mini_3l9n_model0_chainA_L9N_resi351__chainA_1,0.842,0.608,0.233
2BZ_23_21,mini_3le6_model0_chainA_2BZ_resi299__chainA_1,1.019,0.759,0.26
2BZ_19_5,mini_3le6_model0_chainA_2BZ_resi299__chainA_1,0.998,0.801,0.197
2BZ_6_22,mini_3le6_model0_chainA_2BZ_resi299__chainA_1,0.892,0.706,0.186
2B5_10_32,mini_3le8_model0_chainB_2B5_resi301__chainB_altB_1,0.969,0.736,0.233
2B5_7_190,mini_3le8_model0_chainB_2B5_resi301__chainB_altB_1,0.932,0.72,0.212
2B5_28_1,mini_3le8_model0_chainB_2B5_resi301__chainB_altB_1,0.885,0.684,0.201
Z81_4_14,mini_3lhg_model0_chainA_Z81_resi1__chainA_altB_1,0.926,0.77,0.156
Z81_16_118,mini_3lhg_model0_chainA_Z81_resi1__chainA_altB_1,0.879,0.691,0.188
Z81_5_37,mini_3lhg_model0_chainA_Z81_resi1__chainA_altB_1,0.853,0.599,0.254
52B_9_2,mini_3ln0_model0_chainA_52B_resi701__chainA_1,1.211,0.714,0.497
52B_2_3,mini_3ln0_model0_chainA_52B_resi701__chainA_1,1.184,0.681,0.503
52B_1_1,mini_3ln0_model0_chainA_52B_resi701__chainA_1,1.142,0.649,0.493
Z78_31_147,mini_3lpg_model0_chainA_Z78_resi604__chainA_1,0.978,0.675,0.303
Z78_42_15,mini_3lpg_model0_chainA_Z78_resi604__chainA_1,0.94,0.743,0.196
Z78_37_8,mini_3lpg_model0_chainA_Z78_resi604__chainA_1,0.939,0.709,0.23
AJZ_20_37,mini_3ls8_model0_chainA_AJZ_resi1000__chainA_altA_1,1.13,0.847,0.283
AJZ_6_44,mini_3ls8_model0_chainA_AJZ_resi1000__chainA_altA_1,1.066,0.825,0.242
AJZ_21_6,mini_3ls8_model0_chainA_AJZ_resi1000__chainA_altA_1,1.048,0.811,0.238
J74_9_5,mini_3m2n_model0_chainA_J74_resi262__chainA_altA_1,0.999,0.701,0.298
J74_25_17,mini_3m2n_model0_chainA_J74_resi262__chainA_altA_1,0.972,0.762,0.21
J74_24_148,mini_3m2n_model0_chainA_J74_resi262__chainA_altA_1,0.955,0.709,0.245
L8I_20_177,mini_3m2w_model0_chainA_L8I_resi1__chainA_altA_1,1.002,0.754,0.247
L8I_18_18,mini_3m2w_model0_chainA_L8I_resi1__chainA_altA_1,0.975,0.712,0.262
L8I_16_2,mini_3m2w_model0_chainA_L8I_resi1__chainA_altA_1,0.965,0.729,0.236
1GK_9_221,mini_3mpt_model0_chainA_1GK_resi361__chainA_altA_1,1.06,0.754,0.306
1GK_18_107,mini_3mpt_model0_chainA_1GK_resi361__chainA_altA_1,1.047,0.734,0.313
1GK_28_29,mini_3mpt_model0_chainA_1GK_resi361__chainA_altA_1,1.024,0.686,0.338
EV4_8_67,mini_3msk_model0_chainA_EV4_resi396__chainA_altB_1,0.984,0.627,0.356
EV4_20_104,mini_3msk_model0_chainA_EV4_resi396__chainA_altB_1,0.936,0.646,0.29
EV4_1_42,mini_3msk_model0_chainA_EV4_resi396__chainA_altB_1,0.911,0.685,0.227
BK3_11_23,mini_3mwu_model0_chainA_BK3_resi561__chainA_altA_1,0.943,0.69,0.253
BK3_3_24,mini_3mwu_model0_chainA_BK3_resi561__chainA_altA_1,0.907,0.74,0.167
BK3_7_31,mini_3mwu_model0_chainA_BK3_resi561__chainA_altA_1,0.889,0.598,0.291
3N7_24_131,mini_3n7s_model0_chainB_3N7_resi1__chainB_1,0.955,0.726,0.229
3N7_26_13,mini_3n7s_model0_chainB_3N7_resi1__chainB_1,0.952,0.785,0.167
3N7_4_133,mini_3n7s_model0_chainB_3N7_resi1__chainB_1,0.928,0.722,0.206
N87_10_13,mini_3n87_model0_chainX_N87_resi147__chainX_chainW_1,0.919,0.672,0.248
N87_25_25,mini_3n87_model0_chainX_N87_resi147__chainX_chainW_1,0.897,0.772,0.124
N87_13_31,mini_3n87_model0_chainX_N87_resi147__chainX_chainW_1,0.821,0.532,0.289
PYV_26_86,mini_3nef_model0_chainA_PYV_altA_resi201__chainA_1,0.997,0.715,0.282
PYV_2_9,mini_3nef_model0_chainA_PYV_altA_resi201__chainA_1,0.988,0.734,0.254
PYV_9_1,mini_3nef_model0_chainA_PYV_altA_resi201__chainA_1,0.982,0.743,0.239
CIW_2_17,mini_3nf7_model0_chainB_CIW_resi215__chainB_altA_1,1.066,0.618,0.448
CIW_24_21,mini_3nf7_model0_chainB_CIW_resi215__chainB_altA_1,1.024,0.667,0.356
CIW_19_3,mini_3nf7_model0_chainB_CIW_resi215__chainB_altA_1,1.02,0.744,0.276
NS9_26_79,mini_3ns9_model0_chainA_NS9_resi0__chainA_1,0.847,0.58,0.267
NS9_15_10,mini_3ns9_model0_chainA_NS9_resi0__chainA_1,0.835,0.608,0.227
NS9_3_143,mini_3ns9_model0_chainA_NS9_resi0__chainA_1,0.834,0.685,0.149
JN3_8_6,mini_3o02_model0_chainB_JN3_resi1__chainA_altC_chainB_altA_1,0.924,0.58,0.344
JN3_18_0,mini_3o02_model0_chainB_JN3_resi1__chainA_altC_chainB_altA_1,0.852,0.569,0.283
JN3_21_13,mini_3o02_model0_chainB_JN3_resi1__chainA_altC_chainB_altA_1,0.843,0.683,0.161
3O0_13_158,mini_3o0g_model0_chainB_3O0_resi293__chainB_1,0.976,0.795,0.181
3O0_15_220,mini_3o0g_model0_chainB_3O0_resi293__chainB_1,0.974,0.693,0.281
3O0_6_63,mini_3o0g_model0_chainB_3O0_resi293__chainB_1,0.925,0.621,0.304
O47_3_159,mini_3o0u_model0_chainA_O47_resi216__chainA_altB_1,0.885,0.679,0.206
O47_10_85,mini_3o0u_model0_chainA_O47_resi216__chainA_altB_1,0.883,0.643,0.24
O47_2_8,mini_3o0u_model0_chainA_O47_resi216__chainA_altB_1,0.879,0.588,0.291
4CT_22_174,mini_3o4v_model0_chainA_4CT_resi233__chainA_altA_1,1.061,0.681,0.381
4CT_15_130,mini_3o4v_model0_chainA_4CT_resi233__chainA_altA_1,0.993,0.677,0.316
4CT_28_47,mini_3o4v_model0_chainA_4CT_resi233__chainA_altA_1,0.96,0.764,0.196
94M_12_12,mini_3o6o_model0_chainB_94M_resi214__chainB_altB_1,1.01,0.739,0.272
94M_15_17,mini_3o6o_model0_chainB_94M_resi214__chainB_altB_1,0.999,0.849,0.15
94M_26_40,mini_3o6o_model0_chainB_94M_resi214__chainB_altB_1,0.978,0.778,0.2
HTJ_10_33,mini_3o84_model0_chainA_HTJ_resi995__chainA_altA_1,0.941,0.716,0.225
HTJ_6_3,mini_3o84_model0_chainA_HTJ_resi995__chainA_altA_1,0.922,0.598,0.323
HTJ_27_100,mini_3o84_model0_chainA_HTJ_resi995__chainA_altA_1,0.886,0.648,0.238
O8G_19_82,mini_3o8g_model0_chainA_O8G_resi217__chainA_1,1.186,0.769,0.417
O8G_15_16,mini_3o8g_model0_chainA_O8G_resi217__chainA_1,1.137,0.737,0.399
O8G_29_9,mini_3o8g_model0_chainA_O8G_resi217__chainA_1,1.066,0.718,0.348
OJ8_7_25,mini_3oj8_model0_chainA_OJ8_resi1__chainA_altB_1,0.902,0.559,0.343
OJ8_21_63,mini_3oj8_model0_chainA_OJ8_resi1__chainA_altB_1,0.887,0.631,0.257
OJ8_6_234,mini_3oj8_model0_chainA_OJ8_resi1__chainA_altB_1,0.879,0.689,0.191
REB_24_206,mini_3op5_model0_chainA_REB_resi365__chainA_1,0.976,0.629,0.347
REB_20_58,mini_3op5_model0_chainA_REB_resi365__chainA_1,0.969,0.696,0.273
REB_27_123,mini_3op5_model0_chainA_REB_resi365__chainA_1,0.963,0.48,0.483
J30_19_86,mini_3otu_model0_chainA_J30_resi1__chainA_1,1.196,0.746,0.45
J30_5_2,mini_3otu_model0_chainA_J30_resi1__chainA_1,1.129,0.743,0.386
J30_12_24,mini_3otu_model0_chainA_J30_resi1__chainA_1,1.076,0.69,0.386
2SB_8_47,mini_3owp_model0_chainA_2SB_resi2001__chainA_altA_1,0.948,0.843,0.105
2SB_15_49,mini_3owp_model0_chainA_2SB_resi2001__chainA_altA_1,0.944,0.736,0.208
2SB_21_35,mini_3owp_model0_chainA_2SB_resi2001__chainA_altA_1,0.939,0.803,0.136
BGV_9_1,mini_3ozj_model0_chainC_BGV_resi1__chainC_altA_1,1.231,0.731,0.501
BGV_3_1,mini_3ozj_model0_chainC_BGV_resi1__chainC_altA_1,1.118,0.681,0.437
BGV_26_12,mini_3ozj_model0_chainC_BGV_resi1__chainC_altA_1,1.103,0.643,0.46
3NG_29_4,mini_3pe1_model0_chainA_3NG_resi338__chainA_altA_1,0.979,0.749,0.23
3NG_11_0,mini_3pe1_model0_chainA_3NG_resi338__chainA_altA_1,0.976,0.58,0.396
3NG_21_16,mini_3pe1_model0_chainA_3NG_resi338__chainA_altA_1,0.92,0.666,0.254
E1B_28_2,mini_3pe2_model0_chainA_E1B_resi338__chainA_altB_1,0.95,0.697,0.253
E1B_25_5,mini_3pe2_model0_chainA_E1B_resi338__chainA_altB_1,0.939,0.633,0.306
E1B_2_286,mini_3pe2_model0_chainA_E1B_resi338__chainA_altB_1,0.93,0.745,0.186
027_29_7,mini_3pix_model0_chainA_027_resi1__chainA_1,0.993,0.722,0.27
027_21_177,mini_3pix_model0_chainA_027_resi1__chainA_1,0.977,0.692,0.286
027_7_74,mini_3pix_model0_chainA_027_resi1__chainA_1,0.96,0.796,0.163
404_17_164,mini_3pj8_model0_chainA_404_resi299__chainA_altB_1,1.005,0.715,0.29
404_15_0,mini_3pj8_model0_chainA_404_resi299__chainA_altB_1,0.974,0.664,0.31
404_1_15,mini_3pj8_model0_chainA_404_resi299__chainA_altB_1,0.913,0.631,0.282
ZH4_22_260,mini_3ps2_model0_chainA_ZH4_resi401__chainA_1,0.829,0.647,0.182
ZH4_18_10,mini_3ps2_model0_chainA_ZH4_resi401__chainA_1,0.78,0.55,0.23
ZH4_5_1,mini_3ps2_model0_chainA_ZH4_resi401__chainA_1,0.752,0.588,0.164
932_18_11,mini_3ptg_model0_chainA_932_resi1__chainA_1,0.962,0.612,0.349
932_16_27,mini_3ptg_model0_chainA_932_resi1__chainA_1,0.96,0.667,0.293
932_29_292,mini_3ptg_model0_chainA_932_resi1__chainA_1,0.922,0.6,0.323
3YY_16_0,mini_3pyy_model0_chainB_3YY_resi532__chainB_altB_1,1.028,0.502,0.526
3YY_10_233,mini_3pyy_model0_chainB_3YY_resi532__chainB_altB_1,0.939,0.72,0.219
3YY_17_100,mini_3pyy_model0_chainB_3YY_resi532__chainB_altB_1,0.902,0.753,0.148
LGE_10_5,mini_3q0t_model0_chainB_LGE_resi2__chainB_1,0.942,0.547,0.395
LGE_1_202,mini_3q0t_model0_chainB_LGE_resi2__chainB_1,0.897,0.683,0.214
LGE_18_2,mini_3q0t_model0_chainB_LGE_resi2__chainB_1,0.891,0.649,0.242
LL3_24_41,mini_3q0u_model0_chainA_LL3_resi217__chainA_1,0.98,0.669,0.311
LL3_10_70,mini_3q0u_model0_chainA_LL3_resi217__chainA_1,0.942,0.664,0.277
LL3_26_16,mini_3q0u_model0_chainA_LL3_resi217__chainA_1,0.939,0.598,0.342
LL4_4_120,mini_3q0v_model0_chainA_LL4_resi217__chainA_1,1.117,0.725,0.392
LL4_19_5,mini_3q0v_model0_chainA_LL4_resi217__chainA_1,1.1,0.713,0.387
LL4_22_4,mini_3q0v_model0_chainA_LL4_resi217__chainA_1,1.001,0.694,0.306
NX2_19_77,mini_3qch_model0_chainA_NX2_resi2001__chainA_altB_1,1.045,0.794,0.251
NX2_21_257,mini_3qch_model0_chainA_NX2_resi2001__chainA_altB_1,1.005,0.757,0.248
NX2_18_33,mini_3qch_model0_chainA_NX2_resi2001__chainA_altB_1,0.984,0.713,0.272
QLR_23_1,mini_3qlr_model0_chainB_QLR_resi194__chainB_altB_1,1.053,0.616,0.437
QLR_17_2,mini_3qlr_model0_chainB_QLR_resi194__chainB_altB_1,0.946,0.737,0.209
QLR_3_299,mini_3qlr_model0_chainB_QLR_resi194__chainB_altB_1,0.89,0.715,0.175
PFK_19_7,mini_3qpn_model0_chainA_PFK_resi999__chainA_altA_1,1.025,0.733,0.292
PFK_15_45,mini_3qpn_model0_chainA_PFK_resi999__chainA_altA_1,0.963,0.74,0.223
PFK_10_17,mini_3qpn_model0_chainA_PFK_resi999__chainA_altA_1,0.956,0.734,0.222
X62_27_38,mini_3qwk_model0_chainA_X62_resi493__chainA_altA_1,1.038,0.739,0.299
X62_29_10,mini_3qwk_model0_chainA_X62_resi493__chainA_altA_1,1.031,0.746,0.285
X62_13_3,mini_3qwk_model0_chainA_X62_resi493__chainA_altA_1,1.028,0.676,0.352
X4B_29_11,mini_3qx4_model0_chainA_X4B_resi454__chainA_altB_1,1.04,0.748,0.292
X4B_16_188,mini_3qx4_model0_chainA_X4B_resi454__chainA_altB_1,1.016,0.688,0.328
X4B_18_173,mini_3qx4_model0_chainA_X4B_resi454__chainA_altB_1,0.972,0.71,0.261
X69_27_75,mini_3qzh_model0_chainA_X69_resi839__chainA_1,1.093,0.715,0.378
X69_14_191,mini_3qzh_model0_chainA_X69_resi839__chainA_1,1.08,0.679,0.401
X69_25_11,mini_3qzh_model0_chainA_X69_resi839__chainA_1,1.022,0.645,0.376
