Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
C57_25_175,mini_4arb_model0_chainB_C57_resi1544__chainB_altA_1,1.003,0.569,0.434
C57_23_120,mini_4arb_model0_chainB_C57_resi1544__chainB_altA_1,0.972,0.635,0.337
LTI_19_30,mini_4at3_model0_chainA_LTI_resi1839__chainA_1,0.936,0.733,0.204
LTI_17_103,mini_4at3_model0_chainA_LTI_resi1839__chainA_1,0.901,0.749,0.152
LTI_14_35,mini_4at3_model0_chainA_LTI_resi1839__chainA_1,0.877,0.656,0.221
MUJ_20_31,mini_4at5_model0_chainA_MUJ_resi1839__chainA_1,1.032,0.82,0.211
MUJ_11_4,mini_4at5_model0_chainA_MUJ_resi1839__chainA_1,0.954,0.788,0.166
MUJ_4_7,mini_4at5_model0_chainA_MUJ_resi1839__chainA_1,0.906,0.609,0.297
FYZ_21_296,mini_4av5_model0_chainA_FYZ_resi201__chainA_altA_1,0.814,0.676,0.139
FYZ_20_65,mini_4av5_model0_chainA_FYZ_resi201__chainA_altA_1,0.771,0.504,0.267
FYZ_5_16,mini_4av5_model0_chainA_FYZ_resi201__chainA_altA_1,0.766,0.583,0.183
MJF_7_2,mini_4aw0_model0_chainA_MJF_resi600__chainA_altA_1,0.924,0.678,0.246
MJF_17_211,mini_4aw0_model0_chainA_MJF_resi600__chainA_altA_1,0.912,0.617,0.295
MJF_12_172,mini_4aw0_model0_chainA_MJF_resi600__chainA_altA_1,0.911,0.604,0.307
RKD_27_1,mini_4axa_model0_chainA_RKD_resi1351__chainA_altB_1,1.065,0.666,0.399
RKD_10_1,mini_4axa_model0_chainA_RKD_resi1351__chainA_altB_1,0.981,0.744,0.238
RKD_9_105,mini_4axa_model0_chainA_RKD_resi1351__chainA_altB_1,0.975,0.763,0.212
4XB_19_10,mini_4b14_model0_chainA_4XB_resi1001__chainA_altA_1,0.898,0.602,0.297
4XB_24_16,mini_4b14_model0_chainA_4XB_resi1001__chainA_altA_1,0.887,0.682,0.205
4XB_25_157,mini_4b14_model0_chainA_4XB_resi1001__chainA_altA_1,0.86,0.586,0.274
KGG_5_164,mini_4b78_model0_chainA_KGG_resi1385__chainA_altA_1,0.941,0.638,0.302
KGG_19_40,mini_4b78_model0_chainA_KGG_resi1385__chainA_altA_1,0.887,0.59,0.297
KGG_8_58,mini_4b78_model0_chainA_KGG_resi1385__chainA_altA_1,0.885,0.635,0.25
32W_25_258,mini_4bb4_model0_chainA_32W_resi1889__chainA_altA_1,0.929,0.699,0.23
32W_28_4,mini_4bb4_model0_chainA_32W_resi1889__chainA_altA_1,0.895,0.543,0.352
32W_13_156,mini_4bb4_model0_chainA_32W_resi1889__chainA_altA_1,0.842,0.549,0.293
3O4_18_111,mini_4bbe_model0_chainB_3O4_resi2229__chainB_1,0.926,0.674,0.252
3O4_2_73,mini_4bbe_model0_chainB_3O4_resi2229__chainB_1,0.894,0.669,0.225
3O4_20_30,mini_4bbe_model0_chainB_3O4_resi2229__chainB_1,0.871,0.578,0.293
8T3_21_31,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,1.06,0.715,0.345
8T3_12_78,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,1.038,0.747,0.291
8T3_11_211,mini_4bfd_model0_chainA_8T3_resi1447__chainA_altA_1,1.028,0.645,0.383
IE6_18_17,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,1.029,0.703,0.326
IE6_6_2,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,0.945,0.636,0.309
IE6_7_277,mini_4bie_model0_chainA_IE6_resi1942__chainA_1,0.939,0.594,0.346
RPB_2_0,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,0.972,0.723,0.249
RPB_11_3,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,0.961,0.746,0.215
RPB_17_108,mini_4bjc_model0_chainA_RPB_resi2162__chainA_altA_1,0.954,0.699,0.255
Q7U_4_28,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.187,0.86,0.326
Q7U_29_50,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.12,0.8,0.32
Q7U_20_22,mini_4bnv_model0_chainD_Q7U_resi1247__chainC_chainD_1,1.115,0.832,0.283
FXE_19_4,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.3,0.818,0.482
FXE_16_6,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.152,0.747,0.406
FXE_9_0,mini_4bo0_model0_chainC_FXE_resi1248__chainD_altB_chainC_altB_1,1.08,0.813,0.267
U98_14_102,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,0.962,0.694,0.267
U98_8_19,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,0.96,0.771,0.19
U98_5_78,mini_4bo3_model0_chainC_U98_resi1248__chainC_chainD_altA_1,0.954,0.696,0.258
XKL_27_52,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.917,0.686,0.231
XKL_14_4,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.913,0.7,0.213
XKL_1_1,mini_4bqj_model0_chainA_XKL_resi1225__chainA_1,0.847,0.679,0.167
25F_24_0,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.305,0.89,0.415
25F_26_12,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.167,0.797,0.37
25F_17_0,mini_4bu7_model0_chainA_25F_resi2165__chainA_1,1.105,0.806,0.299
JQF_4_55,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,1.096,0.792,0.304
JQF_28_75,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,1.034,0.768,0.266
JQF_3_20,mini_4bue_model0_chainB_JQF_resi2165__chainB_altB_1,0.969,0.737,0.232
31F_21_6,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.305,0.866,0.439
31F_18_27,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.182,0.809,0.373
31F_25_5,mini_4but_model0_chainB_31F_resi3165__chainB_altB_1,1.067,0.799,0.268
16I_5_15,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,1.18,0.809,0.371
16I_20_44,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,1.026,0.634,0.392
16I_18_4,mini_4buv_model0_chainC_16I_resi2165__chainC_altB_1,0.956,0.717,0.239
F33_12_46,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.195,0.73,0.464
F33_19_52,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.118,0.722,0.396
F33_9_6,mini_4buw_model0_chainB_F33_resi2165__chainB_altA_1,1.093,0.673,0.42
F37_8_57,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,1.078,0.748,0.33
F37_3_14,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,1.049,0.811,0.238
F37_11_42,mini_4buy_model0_chainA_F37_resi2164__chainA_altB_1,1.016,0.777,0.239
BU6_22_62,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,1.011,0.685,0.326
BU6_20_101,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,1.004,0.688,0.316
BU6_26_155,mini_4bvd_model0_chainA_BU6_resi1082__chainA_altA_1,0.988,0.686,0.302
D6I_24_174,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.874,0.666,0.209
D6I_11_42,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.855,0.613,0.243
D6I_13_178,mini_4bzd_model0_chainA_D6I_resi1300__chainA_altB_1,0.852,0.639,0.214
UGX_18_116,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.968,0.646,0.322
UGX_16_243,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.86,0.587,0.273
UGX_15_213,mini_4bzn_model0_chainA_UGX_resi1306__chainA_1,0.856,0.715,0.141
7KW_29_27,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,1.054,0.753,0.301
7KW_10_9,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,0.946,0.748,0.197
7KW_9_25,mini_4c3f_model0_chainA_7KW_resi1499__chainA_altA_1,0.933,0.679,0.254
LMM_1_173,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.988,0.784,0.204
LMM_21_142,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.988,0.627,0.361
LMM_10_123,mini_4c61_model0_chainB_LMM_resi3134__chainB_1,0.922,0.726,0.196
OFG_20_164,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.92,0.738,0.182
OFG_22_52,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.837,0.651,0.185
OFG_2_298,mini_4ccb_model0_chainA_OFG_resi2401__chainA_1,0.834,0.686,0.148
7FK_14_69,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.937,0.498,0.439
7FK_24_10,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.883,0.591,0.292
7FK_18_4,mini_4ce1_model0_chainA_7FK_resi1215__chainA_altA_1,0.855,0.632,0.223
BO5_2_16,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,1.007,0.674,0.333
BO5_18_192,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,0.95,0.714,0.236
BO5_21_33,mini_4ce2_model0_chainA_BO5_resi1215__chainA_altB_1,0.903,0.628,0.275
L4V_28_6,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,1.071,0.615,0.456
L4V_27_156,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,0.98,0.636,0.344
L4V_14_60,mini_4ce3_model0_chainA_L4V_resi1215__chainA_altA_1,0.911,0.663,0.248
JYM_14_140,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,1.064,0.81,0.255
JYM_26_59,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,1.064,0.742,0.322
JYM_23_130,mini_4cfn_model0_chainC_JYM_resi1295__chainC_altB_1,1.043,0.765,0.277
75X_16_0,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,0.972,0.798,0.174
75X_21_91,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,0.922,0.723,0.199
75X_1_4,mini_4cfv_model0_chainA_75X_resi1299__chainA_altB_1,0.911,0.713,0.198
UJ6_29_20,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.048,0.695,0.353
UJ6_24_8,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.026,0.669,0.357
UJ6_17_41,mini_4cgf_model0_chainA_UJ6_resi1216__chainA_altB_chainB_altA_1,1.025,0.753,0.272
LOZ_7_79,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.849,0.607,0.242
LOZ_6_13,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.825,0.638,0.187
LOZ_2_37,mini_4cgh_model0_chainA_LOZ_resi1216__chainA_altB_chainB_altA_1,0.822,0.639,0.183
7AH_4_0,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,1.009,0.572,0.437
7AH_22_3,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,0.999,0.542,0.457
7AH_3_10,mini_4cgn_model0_chainA_7AH_resi1000__chainA_altB_1,0.929,0.535,0.393
S3G_8_10,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.885,0.687,0.197
S3G_20_13,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.875,0.649,0.225
S3G_18_188,mini_4cj4_model0_chainA_S3G_resi1217__chainB_altA_chainA_altB_1,0.849,0.691,0.159
4VW_7_207,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.863,0.707,0.156
4VW_27_160,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.851,0.566,0.285
4VW_19_55,mini_4cj5_model0_chainA_4VW_resi1216__chainA_altA_1,0.835,0.646,0.189
Q31_13_25,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.885,0.664,0.222
Q31_3_16,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.849,0.678,0.17
Q31_20_291,mini_4cje_model0_chainA_Q31_resi1213__chainA_altA_1,0.821,0.663,0.158
H39_29_83,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.872,0.586,0.286
H39_6_32,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.858,0.659,0.199
H39_9_292,mini_4cjk_model0_chainA_H39_resi1215__chainA_altA_1,0.843,0.619,0.224
9PA_14_160,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.89,0.633,0.257
9PA_1_100,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.826,0.587,0.239
9PA_21_91,mini_4cjl_model0_chainA_9PA_resi1216__chainA_altB_1,0.818,0.674,0.144
4D2_10_7,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.921,0.763,0.157
4D2_7_54,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.837,0.703,0.134
4D2_19_191,mini_4cjp_model0_chainB_4D2_resi1214__chainB_altB_1,0.833,0.66,0.174
K1T_21_264,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.857,0.626,0.231
K1T_2_148,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.853,0.7,0.152
K1T_13_139,mini_4ck3_model0_chainB_K1T_resi1216__chainB_altA_1,0.839,0.705,0.135
YPW_26_14,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.897,0.65,0.247
YPW_8_277,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.873,0.639,0.235
YPW_7_9,mini_4cmo_model0_chainA_YPW_resi2402__chainA_1,0.861,0.656,0.205
IV7_28_165,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,1.038,0.66,0.379
IV7_29_4,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,0.994,0.739,0.255
IV7_26_196,mini_4cmu_model0_chainA_IV7_resi2401__chainA_1,0.972,0.535,0.437
3U9_4_296,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,1.038,0.76,0.278
3U9_11_203,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,0.916,0.682,0.234
3U9_20_10,mini_4cnh_model0_chainB_3U9_resi2401__chainB_1,0.885,0.716,0.169
JBW_7_2,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,1.062,0.804,0.257
JBW_13_2,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,1.013,0.754,0.259
JBW_18_230,mini_4cq8_model0_chainB_JBW_resi4000__chainB_altA_1,0.955,0.737,0.218
CWK_18_17,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,0.961,0.637,0.324
CWK_26_248,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,0.863,0.644,0.219
CWK_24_1,mini_4cst_model0_chainA_CWK_resi1160__chainA_altA_1,0.862,0.71,0.152
W2K_28_247,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,0.995,0.818,0.177
W2K_13_38,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,0.939,0.628,0.311
W2K_10_65,mini_4cv9_model0_chainA_W2K_resi1795__chainA_1,0.916,0.757,0.159
W2D_28_70,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,0.98,0.76,0.219
W2D_12_156,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,0.926,0.696,0.229
W2D_1_10,mini_4cwq_model0_chainA_W2D_resi1224__chainA_1,0.919,0.713,0.206
HAJ_10_12,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,1.104,0.723,0.381
HAJ_11_155,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,0.998,0.716,0.283
HAJ_19_4,mini_4cwr_model0_chainA_HAJ_resi1224__chainA_1,0.95,0.618,0.332
G3R_8_10,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.946,0.729,0.216
G3R_16_61,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.931,0.742,0.189
G3R_27_196,mini_4cws_model0_chainA_G3R_resi1224__chainA_1,0.898,0.677,0.22
VVQ_21_2,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,1.03,0.786,0.244
VVQ_23_66,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,0.985,0.751,0.233
VVQ_16_20,mini_4d0w_model0_chainA_VVQ_resi2132__chainA_altA_1,0.98,0.754,0.226
953_28_281,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.948,0.653,0.295
953_17_188,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.898,0.63,0.268
953_23_178,mini_4d0x_model0_chainA_953_resi2132__chainA_altB_1,0.881,0.724,0.157
45R_10_15,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.928,0.67,0.257
45R_26_1,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.887,0.692,0.195
45R_4_14,mini_4d2v_model0_chainA_45R_resi1334__chainA_altB_1,0.87,0.629,0.241
NF5_18_11,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.141,0.763,0.378
NF5_17_134,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.096,0.748,0.348
NF5_10_179,mini_4d2w_model0_chainD_NF5_resi1334__chainD_altB_1,1.024,0.821,0.203
0JG_28_79,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.882,0.743,0.139
0JG_4_150,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.829,0.636,0.194
0JG_2_16,mini_4d9t_model0_chainA_0JG_resi900__chainA_1,0.823,0.522,0.301
0J0_2_177,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,0.981,0.688,0.293
0J0_19_236,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,0.968,0.704,0.264
0J0_10_4,mini_4dbm_model0_chainE_0J0_resi306__chainE_altB_chainD_altB_1,0.924,0.718,0.206
4DC_19_200,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,1.025,0.781,0.244
4DC_17_64,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,0.993,0.694,0.299
4DC_9_21,mini_4dch_model0_chainA_4DC_resi502__chainA_altA_1,0.985,0.65,0.335
MMV_20_122,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.896,0.635,0.261
MMV_15_33,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.872,0.713,0.16
MMV_25_230,mini_4ddr_model0_chainA_MMV_resi202__chainA_1,0.865,0.663,0.202
0JB_4_7,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,1.05,0.818,0.232
0JB_28_3,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,1.003,0.773,0.23
0JB_24_14,mini_4de0_model0_chainB_0JB_resi301__chainB_altB_1,0.994,0.758,0.236
0J6_17_0,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,0.942,0.822,0.12
0J6_8_1,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,0.935,0.665,0.27
0J6_16_36,mini_4de1_model0_chainB_0J6_resi301__chainB_altA_1,0.913,0.816,0.097
0JK_20_111,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,0.986,0.644,0.342
0JK_22_150,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,0.965,0.643,0.321
0JK_16_11,mini_4deh_model0_chainA_0JK_resi1401__chainA_1,0.924,0.682,0.242
Y03_19_202,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,0.946,0.687,0.258
Y03_27_13,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,0.899,0.514,0.386
Y03_24_24,mini_4dhs_model0_chainA_Y03_resi307__chainA_altA_1,0.882,0.514,0.368
0KH_14_288,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,1.051,0.713,0.337
0KH_29_59,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,0.908,0.724,0.185
0KH_11_107,mini_4dhu_model0_chainA_0KH_resi309__chainA_altA_1,0.89,0.596,0.294
0KM_2_3,mini_4djv_model0_chainA_0KM_resi501__chainA_1,0.911,0.638,0.273
0KM_25_4,mini_4djv_model0_chainA_0KM_resi501__chainA_1,0.861,0.611,0.249
0KM_22_116,mini_4djv_model0_chainA_0KM_resi501__chainA_1,0.845,0.667,0.178
0KP_20_52,mini_4djw_model0_chainA_0KP_resi501__chainA_1,0.93,0.714,0.216
0KP_1_54,mini_4djw_model0_chainA_0KP_resi501__chainA_1,0.918,0.743,0.175
0KP_26_106,mini_4djw_model0_chainA_0KP_resi501__chainA_1,0.885,0.669,0.216
0KQ_10_257,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,0.928,0.672,0.256
0KQ_23_168,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,0.883,0.667,0.216
0KQ_14_256,mini_4djx_model0_chainB_0KQ_resi501__chainB_1,0.873,0.715,0.159
0KR_14_12,mini_4djy_model0_chainB_0KR_resi501__chainB_1,0.884,0.668,0.215
0KR_23_44,mini_4djy_model0_chainB_0KR_resi501__chainB_1,0.883,0.714,0.17
0KR_25_165,mini_4djy_model0_chainB_0KR_resi501__chainB_1,0.87,0.737,0.133
0LM_22_21,mini_4dko_model0_chainA_0LM_resi513__chainA_1,1.096,0.758,0.338
0LM_9_18,mini_4dko_model0_chainA_0LM_resi513__chainA_1,1.003,0.747,0.256
0LM_23_205,mini_4dko_model0_chainA_0LM_resi513__chainA_1,0.94,0.731,0.209
0LL_19_133,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,1.049,0.76,0.289
0LL_24_79,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,0.978,0.829,0.149
0LL_22_20,mini_4dkp_model0_chainA_0LL_resi513__chainA_1,0.951,0.797,0.155
0L8_4_1,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,1.078,0.763,0.315
0L8_26_11,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,1.034,0.816,0.218
0L8_17_15,mini_4dma_model0_chainB_0L8_resi1701__chainB_1,1.018,0.766,0.252
P65_14_19,mini_4dph_model0_chainB_P65_resi701__chainB_1,0.967,0.76,0.207
P65_16_95,mini_4dph_model0_chainB_P65_resi701__chainB_1,0.919,0.707,0.212
P65_22_74,mini_4dph_model0_chainB_P65_resi701__chainB_1,0.917,0.649,0.268
7LI_3_108,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.933,0.69,0.243
7LI_10_11,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.931,0.66,0.271
7LI_20_119,mini_4dtk_model0_chainA_7LI_resi408__chainA_altA_1,0.911,0.721,0.191
RLI_4_19,mini_4duh_model0_chainA_RLI_resi301__chainA_1,1.031,0.804,0.227
RLI_26_15,mini_4duh_model0_chainA_RLI_resi301__chainA_1,1.01,0.738,0.272
RLI_18_26,mini_4duh_model0_chainA_RLI_resi301__chainA_1,0.972,0.668,0.304
0LY_18_235,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,1.047,0.818,0.228
0LY_14_37,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,1.042,0.794,0.249
0LY_25_242,mini_4dvr_model0_chainG_0LY_resi508__chainG_1,0.95,0.687,0.263
0LZ_19_0,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,0.988,0.766,0.221
0LZ_29_14,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,0.952,0.722,0.23
0LZ_24_293,mini_4dvt_model0_chainA_0LZ_resi512__chainA_1,0.943,0.795,0.148
0M1_14_101,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,1.011,0.725,0.285
0M1_29_271,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,0.975,0.781,0.194
0M1_6_0,mini_4dvv_model0_chainA_0M1_resi513__chainA_1,0.959,0.767,0.192
0M4_29_272,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,1.035,0.705,0.33
0M4_6_39,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,0.983,0.745,0.238
0M4_11_48,mini_4dvw_model0_chainB_0M4_resi512__chainB_1,0.983,0.782,0.2
0M5_29_164,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,0.999,0.727,0.271
0M5_24_11,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,0.981,0.541,0.439
0M5_20_207,mini_4dvx_model0_chainB_0M5_resi512__chainB_1,0.957,0.755,0.202
9PC_23_22,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.08,0.699,0.381
9PC_16_0,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.064,0.748,0.316
9PC_12_3,mini_4dxd_model0_chainA_9PC_resi402__chainA_altA_1,1.032,0.788,0.244
0N5_11_27,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,1.158,0.696,0.462
0N5_24_0,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,1.023,0.724,0.299
0N5_9_192,mini_4e1k_model0_chainA_0N5_resi505__chainA_altA_1,0.973,0.588,0.385
0NH_8_8,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.078,0.764,0.313
0NH_11_1,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.067,0.736,0.331
0NH_17_17,mini_4e4m_model0_chainA_0NH_resi1201__chainA_1,1.018,0.735,0.282
0NL_13_240,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,1.001,0.777,0.224
0NL_7_19,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,0.95,0.711,0.238
0NL_16_52,mini_4e4n_model0_chainB_0NL_resi1201__chainB_1,0.904,0.729,0.176
0NT_2_181,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,0.948,0.708,0.24
0NT_29_14,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,0.946,0.775,0.171
0NT_16_24,mini_4e5w_model0_chainB_0NT_resi1202__chainB_altA_1,0.946,0.689,0.257
0NV_19_16,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,1.084,0.723,0.361
0NV_10_5,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,1.013,0.63,0.382
0NV_9_115,mini_4e6q_model0_chainA_0NV_resi1201__chainA_1,0.95,0.724,0.227
0NS_15_1,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.223,0.738,0.485
0NS_6_34,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.154,0.843,0.311
0NS_13_3,mini_4e96_model0_chainA_0NS_resi201__chainA_altA_1,1.119,0.68,0.439
0O7_3_2,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,1.071,0.766,0.304
0O7_22_293,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,0.997,0.793,0.203
0O7_5_9,mini_4ebv_model0_chainA_0O7_resi700__chainA_altA_1,0.978,0.684,0.294
0OW_10_129,mini_4efb_model0_chainA_0OW_resi404__chainA_1,1.026,0.775,0.252
0OW_11_39,mini_4efb_model0_chainA_0OW_resi404__chainA_1,1.015,0.736,0.28
0OW_22_3,mini_4efb_model0_chainA_0OW_resi404__chainA_1,0.955,0.764,0.19
0OV_7_7,mini_4efe_model0_chainA_0OV_resi404__chainA_1,1.036,0.736,0.3
0OV_20_6,mini_4efe_model0_chainA_0OV_resi404__chainA_1,0.999,0.759,0.24
